1052	0 
1057	0 17 53 
1084	0 53 57 12 
1093	0 16 53 16 58 
1232	0 48 0 29 52 52 48 
125	0 52 
1259	0 34 
1265	0 20 51 51 
1300	0 61 
1316	0 52 52 
1369	0 58 12 29 14 14 14 
1432	0 28 23 18 58 34 
1470	0 36 52 30 58 
1481	0 48 52 
1520	0 16 28 58 
1545	0 52 56 3 31 54 
1592	0 51 29 55 
1621	0 13 36 58 
1627	0 52 
1632	0 58 28 25 
1672	0 9 57 
1685	0 29 48 58 23 57 
1719	0 
1746	0 58 22 36 
1755	0 30 30 32 34 25 
1783	0 58 49 
1789	0 51 49 34 
1830	0 51 30 48 
1880	0 47 38 48 57 
1904	0 
196	0 12 23 58 36 
1973	0 18 22 
2047	0 11 29 34 17 53 47 
2096	0 58 25 16 16 
2097	0 43 3 58 9 51 11 11 
214	0 22 53 58 47 
2146	0 57 39 
215	0 19 53 
2151	0 25 58 22 
2173	0 34 20 
2175	0 58 49 49 49 49 49 34 59 36 35 
2201	0 65 33 36 65 
2210	0 
2235	0 25 29 38 32 58 
2253	0 45 53 58 49 
2261	0 51 56 
2263	0 0 
2294	0 17 49 39 55 58 56 
2322	0 49 11 33 36 36 58 
2366	0 53 51 
2379	0 34 25 
2400	0 33 17 
2445	0 25 58 38 
2454	0 52 48 53 
2466	0 49 57 34 58 
2515	0 25 34 58 
2539	0 58 48 25 49 34 0 58 48 25 49 34 
2589	0 58 21 38 16 
2613	0 29 54 59 
2631	0 58 56 16 
2652	0 64 48 13 52 
2708	0 17 49 31 
2712	0 17 33 
2722	0 52 16 20 23 
273	0 52 12 57 58 
2744	0 53 57 28 16 58 
2753	0 28 19 52 
2766	0 58 
2801	0 13 12 
2833	0 58 
2835	0 12 58 16 28 50 16 
29	0 65 58 22 58 
2931	0 58 48 25 49 
2938	0 48 
2955	0 48 58 34 
2965	0 52 33 49 49 
2966	0 29 34 26 34 39 58 
297	0 29 45 25 58 
2997	0 9 52 
3004	0 2 19 57 66 
301	0 22 22 29 48 
304	0 20 
31	0 53 52 23 
3143	0 13 48 57 58 
3170	0 12 58 48 48 
3208	0 16 55 52 58 
321	0 25 54 58 
3218	0 48 66 
3227	0 58 52 52 22 
3231	0 57 52 
3244	0 58 14 12 58 32 36 
3245	0 16 51 49 52 
3246	0 56 58 53 
3285	0 34 12 49 58 
3313	0 61 57 53 
3325	0 52 66 16 
3359	0 50 66 
3372	0 58 
3492	0 56 58 20 
3496	0 61 
3508	0 58 25 47 
3550	0 49 47 
3560	0 17 52 34 52 41 48 
3566	0 23 36 58 28 52 
3575	0 25 9 
3593	0 55 58 23 
3610	0 
3611	0 52 
3770	0 58 34 25 28 53 33 54 
3773	0 36 58 16 58 52 
3805	0 14 58 53 54 51 52 
383	0 52 52 0 58 51 29 33 
3836	0 19 
3848	0 22 23 
3907	0 53 58 
3920	0 
3933	0 28 58 16 
3959	0 22 23 25 
3968	0 51 22 56 49 16 52 
3971	0 52 16 57 49 57 
3981	0 22 58 
4037	0 58 29 57 
405	0 58 16 57 13 49 53 
4075	0 53 
4091	0 25 52 52 
4137	0 25 
4150	0 
4169	0 
4174	0 34 48 23 58 33 
4205	0 53 34 34 
421	0 34 28 34 58 34 25 
4211	0 25 57 
4215	0 49 48 57 48 16 
4260	0 33 25 23 
428	0 51 
4283	0 53 28 58 
4297	0 53 
4302	0 
43	0 34 48 
4319	0 53 
4367	0 58 53 48 
4393	0 56 58 44 
4422	0 34 31 16 
4440	0 25 58 
4448	0 53 58 28 33 
4462	0 53 58 
4464	0 33 13 49 29 52 57 57 
4473	0 
4478	0 
448	0 34 45 54 58 
4517	0 53 20 34 22 33 58 
452	0 22 
454	0 58 48 48 58 
4557	0 
4565	0 58 54 20 
4606	0 53 22 
4629	0 49 19 
470	0 56 48 58 
4729	0 53 29 
4730	0 58 53 
477	0 13 13 58 
4793	0 53 58 43 43 
486	0 38 30 13 58 44 
4895	0 49 33 
5026	0 29 52 53 
5027	0 
5116	0 52 58 38 29 
514	0 13 54 52 52 42 
5149	0 53 58 17 
5193	0 53 58 38 
5225	0 53 48 35 52 29 
5233	0 31 
5256	0 53 34 34 28 58 54 25 
5287	0 22 28 29 
5321	0 43 31 52 52 
5342	0 25 53 41 
5366	0 48 49 36 58 48 
5403	0 23 50 33 41 
5464	0 48 58 57 
5465	0 58 
5480	0 53 33 19 
5488	0 58 48 36 16 34 57 
5505	0 52 53 36 
5514	0 57 28 53 16 33 
5523	0 58 53 25 
5612	0 56 38 48 
569	0 
570	0 58 66 
5712	0 58 53 22 13 16 
5759	0 31 31 31 31 52 16 
5769	0 
578	0 58 52 30 52 
5790	0 65 57 57 
5795	0 18 33 34 56 
5799	0 28 53 58 25 34 54 
583	0 12 30 58 57 57 
5908	0 49 34 56 10 
591	0 33 48 56 52 58 
594	0 
5944	0 53 25 58 
5968	0 23 
597	0 57 30 53 25 52 58 
5988	0 58 34 51 48 
6027	0 58 53 18 18 16 
6035	0 53 58 25 47 
6051	0 53 19 28 54 58 
6079	0 
6082	0 
6102	0 20 34 34 53 
6251	0 49 47 22 28 49 36 
6331	0 46 53 22 
6348	0 
6355	0 56 
6356	0 29 51 49 46 
6361	0 25 28 38 53 34 20 
6390	0 57 29 58 34 
6411	0 58 55 52 
6414	0 58 53 12 1 12 
6480	0 52 58 63 36 48 
650	0 20 
6501	0 22 
6538	0 53 20 62 
6611	0 52 58 
6633	0 38 53 48 
6651	0 
6664	0 13 33 34 58 
6672	0 58 48 53 51 
6673	0 58 48 25 
6681	0 53 20 
671	0 53 20 
6749	0 16 34 
6801	0 20 
6808	0 11 54 58 
6824	0 58 48 31 
6838	0 49 56 
6842	0 48 18 16 
6844	0 33 49 53 34 58 
6882	0 58 48 34 
689	0 57 30 58 
7011	0 58 25 32 53 22 52 30 
7022	0 48 52 31 34 
7061	0 57 57 48 
7144	0 
7193	0 56 19 25 54 42 44 
7211	0 26 48 53 58 29 
7219	0 34 58 34 21 19 34 
7227	0 0 0 66 66 66 66 
7247	0 0 66 26 28 30 25 30 
7256	0 48 25 50 58 
7289	0 31 30 58 21 38 
7368	0 
7446	0 54 12 47 31 19 34 
7447	0 47 23 50 48 33 
7460	0 53 27 
749	0 30 28 36 58 
7503	0 20 36 
7508	0 56 58 53 16 
7528	0 0 17 
7536	0 
7578	0 23 53 49 33 52 
7586	0 58 
7594	0 51 53 53 
7599	0 56 58 
7625	0 25 53 
7649	0 27 53 58 66 12 66 66 66 48 
7656	0 19 53 33 
7735	0 1 53 25 54 57 58 
7771	0 
7772	0 53 58 23 22 
7779	0 23 52 55 52 16 53 
7802	0 58 31 28 25 
7865	0 12 54 23 56 
788	0 30 25 58 
7904	0 52 53 
7918	0 53 16 48 57 
7947	0 58 53 
7977	0 53 20 
8004	0 53 52 39 11 
8019	0 58 52 40 20 53 
805	0 
8061	0 32 25 29 
807	0 27 51 17 
808	0 34 48 52 
810	0 34 52 58 36 27 
8154	0 51 53 
8171	0 29 25 34 53 20 30 38 16 58 
8236	0 
8282	0 
8293	0 53 20 57 40 
830	0 
8309	0 36 28 25 26 36 53 
8335	0 
8352	0 25 30 57 58 53 16 44 47 
839	0 
8400	0 52 57 16 57 
8412	0 
8430	0 58 36 53 
8450	0 56 56 19 53 25 
8455	0 25 28 38 53 47 57 22 
8509	0 18 34 58 
8517	0 53 47 53 49 12 56 55 48 
8589	0 48 12 58 16 30 
8591	0 58 
8611	0 
8612	0 57 36 53 45 58 
8618	0 16 16 16 16 
862	0 
8624	0 
863	0 
8689	0 34 29 19 0 34 29 34 30 19 
8812	0 53 28 
8837	0 48 
8870	0 
8876	0 58 19 
8925	0 53 22 45 
8960	0 53 58 18 
9015	0 29 22 16 52 32 57 33 58 
9023	0 
903	0 33 23 48 52 
9050	0 19 53 
9054	0 
912	0 
9134	0 52 48 
9145	0 58 52 47 29 28 33 54 
92	0 
923	0 65 57 28 
9237	0 
9251	0 48 58 
9270	0 22 56 
9275	0 
9276	0 53 58 20 
9285	0 
93	0 
9310	0 58 
9315	0 
9318	0 12 53 57 58 29 
934	0 58 25 53 30 38 
935	0 52 
938	0 48 54 58 
9427	0 58 53 25 
998	0 49 
1012	1 48 53 25 58 
1019	1 58 56 
1020	1 56 
1023	1 54 58 48 
1066	1 53 
107	1 13 24 20 56 
1104	1 52 48 28 28 52 34 57 58 
1167	1 28 
1221	1 58 
1289	1 53 34 58 48 35 
1354	1 13 34 54 52 51 
1362	1 58 16 50 
1367	1 12 58 53 
1374	1 22 53 34 53 
1524	1 25 30 58 
1620	1 28 16 58 
1655	1 57 37 47 38 30 58 
1782	1 34 55 13 
1929	1 60 52 21 52 
1967	1 58 53 
1978	1 54 25 58 
2068	1 31 31 29 30 38 49 
2074	1 58 18 28 34 48 
2104	1 58 36 16 
2128	1 65 58 57 
2198	1 13 27 58 25 54 58 58 
221	1 58 27 48 23 52 30 
2222	1 28 38 54 30 35 
2304	1 
2327	1 34 13 58 48 
2345	1 65 52 53 53 35 
2355	1 52 34 19 
2394	1 13 58 52 57 
2465	1 22 58 
2489	1 
2716	1 31 31 56 36 18 
2731	1 32 20 53 27 
2737	1 52 
2816	1 29 16 32 22 
2832	1 2 20 53 
2857	1 58 30 35 
2879	1 23 58 
2890	1 37 52 25 
2953	1 30 53 
299	1 38 43 65 
3038	1 58 
3050	1 
3058	1 25 48 
3079	1 56 28 25 
3174	1 23 
3345	1 54 25 29 30 34 34 58 
3458	1 
3513	1 48 53 49 
3534	1 51 53 57 38 
3592	1 1 
3625	1 13 58 55 
3688	1 50 27 58 23 53 
3696	1 58 33 
3714	1 
3776	1 
3777	1 34 22 53 38 
3875	1 34 52 28 53 
3974	1 58 16 26 
3991	1 51 56 
4002	1 38 37 58 
4015	1 13 58 
4029	1 44 25 
4049	1 1 1 1 2 2 2 
4146	1 13 57 53 58 
4151	1 49 53 58 
418	1 58 
4221	1 58 48 53 29 
4243	1 56 56 58 
4276	1 58 53 22 29 
4416	1 54 58 55 16 33 36 
4516	1 48 30 48 
4591	1 58 48 
4670	1 20 
4689	1 14 16 16 53 52 
4699	1 2 58 13 33 
4843	1 49 48 57 55 29 58 
4871	1 38 
4887	1 56 53 3 
4913	1 58 34 41 13 
4922	1 48 28 53 58 
5171	1 53 48 48 
5298	1 7 58 
5429	1 58 25 56 
5441	1 38 30 13 16 36 
5490	1 16 58 20 32 56 
5493	1 25 58 13 56 
5520	1 31 23 47 
5526	1 34 12 53 33 58 
5536	1 32 52 25 
5698	1 31 31 31 31 29 49 
5753	1 56 
576	1 
5784	1 52 52 12 53 
5829	1 57 53 58 16 35 
5830	1 12 29 34 
587	1 20 53 
6002	1 57 49 56 2 54 
6021	1 53 16 36 52 44 
6098	1 48 52 58 33 
6107	1 55 52 52 56 53 29 58 57 
6150	1 58 
6177	1 49 33 29 
6185	1 56 56 56 56 
6194	1 52 52 53 58 
6212	1 26 20 
62	1 57 56 20 33 53 53 53 27 
6224	1 58 
6250	1 22 34 34 13 13 33 
6342	1 38 23 53 25 58 
6357	1 16 53 
6366	1 34 47 22 28 31 53 
6392	1 12 
6400	1 43 53 20 
6418	1 58 16 16 16 33 53 
6466	1 
6507	1 22 56 
6527	1 31 48 
6550	1 56 29 58 
6601	1 20 36 
6667	1 66 
6730	1 25 50 53 
6767	1 52 35 53 56 
6830	1 24 58 57 
6859	1 52 57 13 
6903	1 53 58 
7031	1 34 52 29 35 
7035	1 52 52 52 52 
7085	1 41 16 53 31 58 
7103	1 36 56 34 34 20 47 
726	1 29 48 30 37 28 
7264	1 56 28 28 37 44 38 
7292	1 48 33 29 58 57 
7295	1 19 58 53 
7301	1 13 56 
7326	1 1 48 36 53 53 
7389	1 25 58 21 
7440	1 53 36 
753	1 58 25 53 
7664	1 
775	1 58 12 
7763	1 58 23 48 
7838	1 53 36 34 61 53 
7858	1 53 13 27 27 
7898	1 53 56 28 
7959	1 16 58 53 16 
7980	1 53 28 
8090	1 53 17 33 
811	1 58 53 29 52 16 
8183	1 53 48 
820	1 53 58 
8230	1 58 19 34 
8312	1 12 33 57 34 58 
8319	1 12 34 
8354	1 53 25 58 
8533	1 18 53 
8582	1 53 48 18 
8632	1 48 48 41 45 42 
8697	1 16 48 
8724	1 13 
8748	1 52 57 
8776	1 
8938	1 52 12 52 
8992	1 25 58 56 30 58 
9072	1 36 48 16 58 16 48 
909	1 
9109	1 31 56 
9115	1 58 42 56 29 56 45 
914	1 33 51 57 25 
9459	1 23 58 53 
1097	2 54 58 13 
1506	2 30 52 
1536	2 58 23 54 16 
1595	2 22 55 32 
1600	2 26 2 16 29 16 52 52 
1629	2 58 51 
1726	2 58 53 54 
1856	2 58 
2134	2 
2202	2 58 
2374	2 
2718	2 36 13 52 36 
2740	2 44 25 29 
2952	2 
2962	2 53 
2996	2 
3066	2 53 
3072	2 58 48 
3308	2 25 48 52 58 
3322	2 
3765	2 34 
4008	2 4 53 
4147	2 47 36 28 48 
4185	2 57 58 
4213	2 56 
4223	2 
4251	2 34 
4262	2 52 13 52 52 52 2 
439	2 
465	2 33 26 13 13 33 
474	2 
48	2 51 48 33 34 
4869	2 12 58 
4946	2 
5033	2 20 53 58 
5081	2 53 58 27 
5104	2 52 31 31 31 31 31 
5124	2 13 48 52 
5453	2 23 58 53 
5510	2 56 
5727	2 62 28 36 
5729	2 52 48 16 
5824	2 66 66 66 53 53 
585	2 28 22 48 
5899	2 48 53 58 
592	2 52 47 36 54 
5980	2 44 34 54 52 34 
6023	2 59 53 
6087	2 
6138	2 19 
6139	2 48 53 39 
6308	2 8 
6444	2 56 20 20 20 
6568	2 
6708	2 38 53 
6737	2 
7004	2 53 33 34 19 
7038	2 16 34 26 22 11 23 58 
7046	2 16 
7080	2 56 23 20 32 34 58 
7100	2 28 38 53 23 
7444	2 16 52 34 58 23 58 
774	2 
7744	2 52 33 31 36 31 31 
7754	2 51 58 
7773	2 56 
7867	2 18 47 31 
796	2 36 53 52 58 61 
8121	2 
8135	2 47 
8153	2 16 31 1 36 23 53 
8644	2 64 
8655	2 49 49 32 
8727	2 52 66 12 51 29 43 
8863	2 
9187	2 59 59 
999	2 57 36 52 
1056	3 44 
1058	3 64 
1087	3 31 29 34 45 
1119	3 17 48 53 45 
112	3 28 56 
1138	3 
1140	3 
1235	3 
124	3 
1281	3 30 58 
1411	3 38 47 58 28 26 
1438	3 52 53 51 17 
1523	3 45 53 22 29 
1657	3 
1689	3 50 47 48 
178	3 24 
1815	3 38 49 30 48 
1920	3 29 48 48 58 53 
1944	3 
1993	3 
2054	3 
2087	3 56 
2112	3 53 
2311	3 22 38 58 30 
2331	3 58 
2381	3 53 49 30 30 45 
2401	3 
2437	3 
2524	3 53 28 45 
2576	3 3 3 20 48 23 
2605	3 
2626	3 
2694	3 30 48 
2702	3 39 
270	3 16 55 34 45 42 
2739	3 30 38 48 
2771	3 18 53 58 
2845	3 53 20 
288	3 
2895	3 
296	3 58 22 
3002	3 53 
3043	3 
3044	3 48 
3199	3 45 58 29 53 
3217	3 30 58 38 
3276	3 3 47 22 53 
3277	3 3 44 
3405	3 
3440	3 56 38 59 
3452	3 53 
3476	3 48 18 
3500	3 55 
3633	3 21 3 16 45 58 43 
3644	3 39 
3699	3 45 37 43 
3738	3 31 
3802	3 
3897	3 53 55 27 
3950	3 28 45 34 55 34 31 
3978	3 
400	3 41 53 12 
4196	3 29 58 38 53 30 
4468	3 1 53 
4497	3 38 52 12 53 27 
4507	3 18 53 48 58 37 
4972	3 58 
4979	3 53 51 38 58 45 
5214	3 58 
5544	3 51 51 
5560	3 
5634	3 
5653	3 21 53 34 
5699	3 40 44 48 28 
5705	3 53 38 45 
5719	3 30 31 47 58 34 
5747	3 6 
5751	3 
5973	3 49 53 66 58 29 22 0 
6048	3 55 
6068	3 28 56 
6167	3 29 53 
6253	3 56 28 
6352	3 18 48 
6383	3 53 30 22 38 
6424	3 53 53 55 53 26 47 
6467	3 19 53 
652	3 45 
6572	3 38 58 38 
6642	3 53 58 
6714	3 38 29 45 30 53 
6762	3 11 
679	3 15 
6837	3 53 59 59 
6887	3 53 28 28 43 21 
6941	3 53 49 47 
6949	3 3 56 
6962	3 28 28 31 21 49 53 43 
7196	3 43 38 30 53 45 
7360	3 5 30 
7467	3 
7469	3 56 
7471	3 21 28 53 37 
7492	3 36 36 11 
7561	3 38 53 
7584	3 
7747	3 3 51 53 42 
7818	3 58 53 45 38 
8054	3 20 53 
8091	3 28 26 31 34 
8123	3 
8221	3 22 31 31 53 37 
823	3 
8364	3 22 53 
8375	3 53 29 45 42 
8469	3 22 53 
8477	3 37 22 34 
8479	3 12 38 53 
852	3 31 21 45 
8552	3 51 
8701	3 45 44 23 
8800	3 37 18 56 28 28 
881	3 39 
8843	3 52 58 56 
8930	3 58 56 
894	3 3 3 30 45 
9040	3 55 59 
9117	3 29 45 
9207	3 53 45 
9279	3 16 18 23 53 
930	3 30 45 
961	3 66 
1043	4 48 30 30 
1064	4 45 58 
1145	4 
139	4 
1405	4 
162	4 
1683	4 45 28 6 53 
1834	4 20 
1852	4 52 34 36 58 
1902	4 
1943	4 
1995	4 
2187	4 
2248	4 53 
2257	4 24 56 
2342	4 52 58 30 
2444	4 30 31 53 
2567	4 54 24 
2649	4 49 43 27 
2671	4 44 56 
2690	4 
2869	4 58 
3130	4 
3271	4 
3614	4 4 
3636	4 58 5 
3642	4 
3678	4 
3694	4 
4353	4 47 
4527	4 22 32 38 45 
4551	4 
4616	4 53 
4714	4 45 
4894	4 
4896	4 53 53 
4907	4 53 
4969	4 45 53 40 
5254	4 21 53 45 
5297	4 61 0 58 56 21 34 
5306	4 36 29 45 
5405	4 45 
5499	4 
5522	4 22 29 21 30 38 
55	4 
5665	4 
5673	4 
5992	4 
6041	4 45 
6255	4 20 53 31 
6291	4 30 37 
6293	4 45 
6313	4 
6438	4 4 
6881	4 
6894	4 53 58 
7072	4 53 53 38 
7109	4 
7223	4 
7246	4 20 
7288	4 
7628	4 
7634	4 53 25 
7661	4 53 
7770	4 
786	4 
7981	4 24 44 
8028	4 58 
8137	4 
8369	4 53 
8383	4 6 45 53 
8585	4 53 18 36 59 
8751	4 48 20 44 
8770	4 45 38 59 43 
8815	4 58 
8827	4 
8998	4 
9004	4 47 53 53 53 53 0 58 36 25 
9018	4 58 48 
9046	4 45 
9382	4 31 6 45 
1014	5 
1160	5 
1255	5 44 
1414	5 
1477	5 
1696	5 
1875	5 34 18 
191	5 
1955	5 48 22 
1999	5 43 
2219	5 
2220	5 53 
2221	5 53 22 
2330	5 
2361	5 53 22 
2375	5 56 
2416	5 
2428	5 45 66 
2502	5 29 
2627	5 5 
