8632	21
696	11
5245	16
8308	25
12515	16
10584	62
14876	58
825	15
1451	12
2117	51
1034	12
1577	28
808	64
8062	13
6339	60
1664	9
3768	56
10109	9
10984	14
14766	31
2847	14
8771	36
8481	34
4312	13
11863	56
6106	11
6768	45
7067	16
7553	53
12917	13
13836	33
5973	48
5439	0
4840	53
3157	17
8205	12
14076	16
6820	1
7547	17
13299	49
7576	26
1673	14
5260	49
3459	58
11673	58
2236	56
7324	50
10002	50
7788	48
444	53
3873	52
2915	18
14562	25
5162	29
10070	1
5293	58
12274	28
5277	1
12112	19
14495	53
11347	0
1437	48
3763	48
9147	48
10955	0
8180	48
2547	3
7920	0
7503	58
7916	58
13335	47
4026	0
2743	52
7876	33
13714	64
802	5
710	44
7258	29
1493	38
1884	38
12780	26
6438	22
15040	53
12601	21
7252	4
12492	22
12985	56
8091	30
3154	53
13004	0
7299	6
11074	57
9395	45
5135	62
12489	0
7508	58
3257	6
2375	53
8382	3
4126	47
3598	29
11481	59
2900	58
431	57
9781	53
5509	45
2200	25
9769	34
9360	2
7393	29
7865	19
2995	51
2041	21
10225	55
4422	13
8689	36
7017	36
2519	0
2277	49
3069	0
8605	9
12496	49
14456	53
14892	53
5102	0
13008	64
3499	53
4242	0
4351	62
4093	53
5338	42
2363	13
3775	57
6591	58
10567	53
9141	13
12211	53
15253	38
3259	4
13049	44
10227	1
12195	5
3535	53
3671	4
2208	43
6775	43
7181	33
3330	63
6487	62
6561	33
6970	22
14962	53
5967	53
3183	26
11587	28
12617	58
12311	56
9189	13
6188	58
526	1
6746	56
3676	44
3351	58
12411	4
5504	56
5120	33
14424	58
15132	36
5917	52
2216	3
14435	49
3859	0
3000	0
1803	3
1487	48
1416	22
10975	53
3304	0
3450	0
10085	53
10408	53
2657	53
9440	58
2048	56
3852	0
14112	53
5062	49
8794	53
4056	53
2809	58
5086	0
15400	34
12640	1
13375	49
6524	53
11525	0
918	53
9934	44
3732	52
8450	49
7146	29
9478	13
14444	53
14001	49
2406	55
9651	53
3051	53
11843	58
472	49
5691	49
5116	30
9209	29
12887	26
1528	49
14104	34
9880	58
11278	35
15128	36
3247	49
14523	34
3581	53
1022	10
2209	53
5175	53
8216	64
14205	53
2101	47
6937	64
6949	58
14667	56
1789	43
2741	52
8979	61
1172	53
4055	1
11747	25
691	30
1998	65
554	53
14663	19
10080	58
4237	63
1173	52
988	16
9043	58
1770	13
4797	64
858	22
12324	11
3218	1
3556	52
11067	54
11896	34
1428	53
2345	33
10462	16
5234	58
5470	65
6293	53
13490	16
13412	33
9364	28
1047	29
4378	43
1422	58
10401	27
4063	58
1821	48
3368	1
11939	23
3165	0
1346	53
2015	1
11847	12
7390	58
9793	29
14345	22
5479	17
9299	31
12924	22
7838	48
13127	25
10497	29
10277	64
5727	53
6849	34
9654	53
5690	58
4213	26
10550	1
6222	52
8107	58
2470	53
15052	53
10404	60
13676	15
13878	34
2851	1
10592	20
4364	8
3050	58
5803	12
2573	45
10599	45
4603	47
4792	31
13022	60
2711	53
6600	47
12323	47
3962	47
5066	60
10741	53
4077	60
8733	47
4691	58
10266	12
3088	27
7609	60
2141	30
1594	45
3860	53
14987	45
3774	60
4671	61
11480	29
11963	58
6355	53
4999	38
5977	45
8409	45
2076	21
2056	7
8418	56
3181	56
3126	61
1433	49
9563	52
11030	34
10400	43
8166	28
7740	1
6570	38
10212	58
14372	30
8195	24
7358	53
5559	43
2952	45
9283	58
1619	7
14982	53
454	55
6455	53
2201	30
2275	53
5622	56
9020	34
11289	9
10865	58
11426	30
1720	55
15357	7
5148	23
8716	37
12344	40
14764	22
6100	26
4560	45
11759	61
3026	43
3509	47
7382	13
2364	24
11321	52
9751	53
3797	56
13710	53
7034	62
3142	53
6361	39
3783	39
8425	48
12097	44
6666	5
11873	39
10709	48
13323	58
6640	59
12509	28
7367	56
15116	50
13655	44
1503	3
8754	24
14748	23
3946	39
5202	3
1224	30
6181	48
6784	30
4269	48
2767	47
11739	53
12717	51
1494	44
10884	28
2202	56
3295	44
8752	24
9143	47
3593	20
1703	26
3128	0
6396	55
12046	36
12037	53
8168	9
2158	27
4667	62
6789	39
10254	56
12459	0
10410	52
9092	2
15054	53
2815	44
1696	53
3570	58
9292	34
12903	20
6063	43
3562	39
1479	29
420	34
7732	53
3584	57
533	66
3661	58
4317	47
11298	27
11509	53
1399	2
6661	56
3015	53
4724	0
902	61
3949	7
6393	31
15366	33
6520	56
2454	53
4508	46
6218	28
12130	1
12455	7
2030	0
7049	53
4983	0
7743	52
7835	29
12280	16
3135	53
4760	53
8246	58
1387	53
5992	58
7028	56
4403	53
2747	20
5171	37
9984	61
10735	30
5327	61
3582	53
11825	11
2565	19
14301	53
15061	53
8297	33
4035	58
12916	30
2279	25
2785	38
6626	53
8703	33
7739	4
11123	27
3195	0
3105	1
1937	25
4411	22
7132	49
1256	49
1680	34
756	1
5773	54
4179	65
7793	48
6225	24
8304	59
9510	34
13691	13
8868	23
5469	65
7843	64
2234	65
3212	16
3851	27
9264	34
13792	38
1122	44
13125	31
4052	37
5239	5
5648	29
440	0
1598	58
14680	16
7673	53
4622	53
8298	48
7216	36
1390	56
1555	0
14501	48
11264	58
3029	57
12825	47
6538	66
10618	31
3521	52
1655	58
12850	52
3998	1
2686	22
10620	53
2415	2
8655	31
11436	29
3616	47
2509	20
6741	28
10518	0
3699	26
11952	47
10628	2
10475	44
12872	53
3014	18
3177	58
8136	1
6442	32
6040	28
2630	0
3885	1
2531	61
7475	62
14409	0
4799	22
7453	28
10357	26
13698	2
2945	29
925	16
3747	20
6304	64
3511	56
3512	34
6307	21
7801	20
13194	22
10669	53
8593	29
5965	54
6566	4
6191	16
13442	57
2239	20
6458	25
3510	33
15372	34
1102	13
7434	30
12583	0
12043	22
9915	38
3233	0
8182	13
12168	12
6743	31
10543	45
2965	53
8487	7
1850	38
4625	17
12668	13
5729	54
3995	54
3231	45
1408	30
14875	16
10123	24
9986	41
485	28
695	38
543	61
13653	1
2280	47
10192	58
726	48
3620	59
14160	30
4583	30
13378	47
14236	47
711	47
9128	30
2501	44
15025	30
12240	53
884	3
1364	45
7811	0
10641	1
9021	43
3989	53
1790	47
6688	57
10258	58
7765	45
13331	38
5863	56
1087	53
12405	45
2367	30
1120	58
4011	44
12942	30
1117	22
5022	31
2438	48
7249	59
1985	33
1008	36
5572	3
10589	56
3815	22
9552	3
2845	48
9115	62
13377	20
6913	53
6863	58
4140	53
1716	48
14282	53
9525	0
721	3
4962	53
12677	20
6769	55
5268	49
12393	19
12027	0
3963	13
4132	58
13418	53
7247	45
10540	13
7518	33
10917	58
1637	45
13062	58
5130	0
1443	58
13061	61
9393	31
2411	0
3064	56
5176	1
2523	58
15292	12
11709	49
3979	51
14447	3
7630	59
13473	33
1459	53
2927	33
9039	1
2365	13
8549	16
2661	1
2993	21
2373	49
12289	58
1482	22
3566	38
12057	53
7925	34
9322	28
7846	52
13805	52
7064	1
10335	37
1536	48
9394	58
14487	57
11071	58
6305	29
12075	53
13427	0
7849	20
4563	0
6381	1
3132	53
5652	3
4988	3
10465	30
10588	55
461	53
7785	45
11708	25
9337	53
13716	53
4166	30
2025	44
954	52
3428	66
6872	25
2211	58
903	54
1909	53
9383	48
547	56
870	53
12570	58
1916	58
14257	58
1498	58
8799	57
2212	53
9433	47
9647	0
2000	58
421	63
1069	30
8479	56
1929	54
5988	23
2954	57
3702	54
12678	53
13357	44
1223	58
7293	23
2515	53
7996	30
4421	58
912	58
1095	16
4512	53
1076	38
7988	58
6567	38
12438	57
1126	44
961	2
2379	22
8226	36
4949	64
15113	16
6008	23
10154	34
1348	19
1049	34
4930	48
15126	58
9047	47
11431	48
8512	58
10667	58
1026	48
11926	38
10675	56
9587	56
844	57
14453	58
9599	62
13270	34
8389	53
5835	53
10854	58
4731	46
9261	53
8531	51
9293	58
10562	2
9467	50
9536	53
7257	36
8851	52
9921	22
9925	31
10279	56
12979	56
13453	30
5364	48
11408	56
14256	57
12602	53
8891	11
12641	3
10990	42
4274	13
7634	48
7638	52
8338	23
4221	36
14533	19
13742	58
5112	53
14176	31
7458	56
11736	16
3875	18
9126	23
15196	29
5692	1
13632	35
7113	38
3070	59
7322	34
7228	59
6947	27
15223	58
7389	11
1308	56
6233	53
2188	3
1614	35
2420	2
14708	29
12266	52
8388	56
10724	47
6193	12
1325	58
11443	45
2146	56
6639	26
11975	53
6269	59
7845	53
1697	21
7728	40
10479	45
7272	43
14932	45
551	45
8222	58
11303	53
2946	38
5138	5
4897	58
5169	58
2325	45
2787	62
3752	5
13166	58
6295	53
6972	38
8962	30
3574	53
1949	53
11660	59
2024	44
8736	6
1091	5
7354	30
5190	4
11716	53
8291	11
7350	30
667	44
9634	58
8380	53
11912	53
1199	5
4641	30
1712	47
2638	59
11171	3
13314	19
8932	40
15172	59
4612	58
12251	5
12740	30
15064	54
4365	38
12014	53
12731	11
12050	28
7066	53
10011	49
6794	57
4385	57
15394	42
11527	31
10554	43
3013	49
4271	46
10949	53
9424	0
9250	31
6521	22
12993	12
8181	56
7679	42
12860	16
10478	16
11603	56
2991	48
13256	7
6123	53
13283	53
14965	35
3288	16
6651	46
13003	46
8489	12
9391	0
9704	53
15371	53
13443	34
5020	30
13806	17
7093	17
5271	50
7537	53
11834	51
12633	43
3092	17
4719	57
6656	57
1202	18
7280	21
5421	53
7129	53
11337	57
4835	31
6974	0
11577	53
10517	11
3263	11
13110	6
10441	3
15258	30
2074	31
2664	28
7725	31
13829	2
13089	11
9178	53
9922	58
2404	58
9810	41
9621	43
9825	6
6018	27
4767	28
2563	30
4595	59
10114	53
13548	30
13870	58
5923	42
1922	10
4291	58
6912	47
6925	20
2264	30
1392	58
7678	42
5294	3
5139	38
2921	11
6696	23
7778	0
2720	58
500	43
12814	53
8526	13
13914	4
4448	55
3782	4
13649	52
5429	58
942	54
14123	59
12440	29
15319	53
1149	37
9507	1
2304	38
6187	53
12835	38
11611	13
607	45
8312	3
2786	58
4529	58
1836	53
1467	3
10449	36
12785	53
15079	51
7430	25
1007	49
8112	4
7580	58
3204	53
812	53
9811	54
9749	45
7548	62
3701	0
8623	53
